input_path,labels
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/1. Atopic Dermatitis - 1.25k/v-8IMG007.jpg,1
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/1. Atopic Dermatitis - 1.25k/v-7IMG012.jpg,1
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/1. Atopic Dermatitis - 1.25k/t-IchthosisIMG003-GP3.jpg,1
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/1. Atopic Dermatitis - 1.25k/v-05AtopicFace1.jpg,1
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/1. Atopic Dermatitis - 1.25k/t-Img0054.jpg,1
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/1. Atopic Dermatitis - 1.25k/v-05icthyosis0124052.jpg,1
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/1. Atopic Dermatitis - 1.25k/t-KeratosisIMG002-GP3.jpg,1
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/1. Atopic Dermatitis - 1.25k/t-8IMG006.jpg,1
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/1. Atopic Dermatitis - 1.25k/v-15IMG001.jpg,1
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/1. Atopic Dermatitis - 1.25k/t-IchthosisIMG023-GP3.jpg,1
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/1. Atopic Dermatitis - 1.25k/v-05Atopic1201.jpg,1
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/1. Atopic Dermatitis - 1.25k/t-8IMG014.jpg,1
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/1. Atopic Dermatitis - 1.25k/v-8IMG001.jpg,1
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/1. Atopic Dermatitis - 1.25k/t-KeratosisIMG005-GP3.jpg,1
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/1. Atopic Dermatitis - 1.25k/t-8IMG013.jpg,1
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/1. Atopic Dermatitis - 1.25k/t-9IMG016.jpg,1
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/1. Atopic Dermatitis - 1.25k/t-8IMG015.jpg,1
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/1. Atopic Dermatitis - 1.25k/v-05atopicFace012405.jpg,1
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/1. Atopic Dermatitis - 1.25k/t-IchthosisIMG002-GP3.jpg,1
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/1. Atopic Dermatitis - 1.25k/v-IchthosisIMG026-GP3.jpg,1
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/1. Atopic Dermatitis - 1.25k/t-IchthosisIMG004-GP3.jpg,1
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/1. Atopic Dermatitis - 1.25k/v-05DryFeet060203.jpg,1
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/1. Atopic Dermatitis - 1.25k/v-11IMG001.jpg,1
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/1. Atopic Dermatitis - 1.25k/v-12IMG006.jpg,1
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/1. Atopic Dermatitis - 1.25k/v-03ichthyosis050127.jpg,1
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/1. Atopic Dermatitis - 1.25k/t-KeratosisIMG006-GP3.jpg,1
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/1. Atopic Dermatitis - 1.25k/v-03DermatitisAreola45.jpg,1
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/1. Atopic Dermatitis - 1.25k/t-AtopicIMG011-GP3.jpg,1
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/1. Atopic Dermatitis - 1.25k/t-IchthosisIMG014-GP3.jpg,1
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/1. Atopic Dermatitis - 1.25k/v-05atopic0124051.jpg,1
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/1. Atopic Dermatitis - 1.25k/v-IchthosisIMG012-GP3.jpg,1
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/1. Atopic Dermatitis - 1.25k/v-05PityriasisAlba.jpg,1
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/1. Atopic Dermatitis - 1.25k/t-IchthosisIMG032-GP3.jpg,1
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/1. Atopic Dermatitis - 1.25k/v-05Ichthyosis1.jpg,1
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/1. Atopic Dermatitis - 1.25k/v-05Atopic03290445.jpg,1
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/1. Atopic Dermatitis - 1.25k/v-IchthosisIMG022-GP3.jpg,1
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/1. Atopic Dermatitis - 1.25k/t-6IMG016.jpg,1
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/1. Atopic Dermatitis - 1.25k/v-11IMG018.jpg,1
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/1. Atopic Dermatitis - 1.25k/t-7IMG001.jpg,1
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/1. Atopic Dermatitis - 1.25k/t-AtopicIMG004-GP3.jpg,1
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/1. Atopic Dermatitis - 1.25k/v-7IMG016.jpg,1
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/1. Atopic Dermatitis - 1.25k/t-6IMG019.jpg,1
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/1. Atopic Dermatitis - 1.25k/v-11IMG019.jpg,1
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/1. Atopic Dermatitis - 1.25k/t-9IMG001.jpg,1
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/1. Atopic Dermatitis - 1.25k/v-IchthosisIMG005-GP3.jpg,1
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/1. Atopic Dermatitis - 1.25k/t-Img0053.jpg,1
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/1. Atopic Dermatitis - 1.25k/v-05Atopic12060411.jpg,1
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/1. Atopic Dermatitis - 1.25k/v-05child0612051.jpg,1
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/1. Atopic Dermatitis - 1.25k/t-9IMG007.jpg,1
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/1. Atopic Dermatitis - 1.25k/v-7IMG014.jpg,1
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/1. Atopic Dermatitis - 1.25k/t-AtopicIMG005-GP3.jpg,1
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/1. Atopic Dermatitis - 1.25k/v-05icththyosis1004041.jpg,1
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/1. Atopic Dermatitis - 1.25k/v-05AtopicDerm0112041.jpg,1
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/1. Atopic Dermatitis - 1.25k/v-05atopic1107051.jpg,1
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/1. Atopic Dermatitis - 1.25k/v-05DryFeet060202.jpg,1
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/1. Atopic Dermatitis - 1.25k/v-9IMG019.jpg,1
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/1. Atopic Dermatitis - 1.25k/v-05Atopic12060415.jpg,1
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/1. Atopic Dermatitis - 1.25k/t-Img0056.jpg,1
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/1. Atopic Dermatitis - 1.25k/v-05Atopic0329044.jpg,1
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/1. Atopic Dermatitis - 1.25k/v-05atopic0313061.jpg,1
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/1. Atopic Dermatitis - 1.25k/t-IchthosisIMG021-GP3.jpg,1
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/1. Atopic Dermatitis - 1.25k/v-4IMG006.jpg,1
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/1. Atopic Dermatitis - 1.25k/t-IchthosisIMG015-GP3.jpg,1
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/1. Atopic Dermatitis - 1.25k/t-7IMG018.jpg,1
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/1. Atopic Dermatitis - 1.25k/v-05atopic110705.jpg,1
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/1. Atopic Dermatitis - 1.25k/v-7IMG017.jpg,1
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/1. Atopic Dermatitis - 1.25k/v-IchthosisIMG018-GP3.jpg,1
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/1. Atopic Dermatitis - 1.25k/v-10IMG006.jpg,1
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/1. Atopic Dermatitis - 1.25k/t-7IMG007.jpg,1
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/1. Atopic Dermatitis - 1.25k/v-05AtopicFossa1q.jpg,1
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/1. Atopic Dermatitis - 1.25k/t-9IMG002.jpg,1
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/1. Atopic Dermatitis - 1.25k/v-05DryFeet060201.jpg,1
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/1. Atopic Dermatitis - 1.25k/v-6IMG014.jpg,1
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/1. Atopic Dermatitis - 1.25k/v-AtopicIMG013-GP3.jpg,1
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/1. Atopic Dermatitis - 1.25k/t-Img0057.jpg,1
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/1. Atopic Dermatitis - 1.25k/v-05IchthyosisSexLinked0308045.jpg,1
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/1. Atopic Dermatitis - 1.25k/v-05atopic0313062.jpg,1
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/1. Atopic Dermatitis - 1.25k/t-Img0052.jpg,1
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/1. Atopic Dermatitis - 1.25k/t-IchthosisIMG007-GP3.jpg,1
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/1. Atopic Dermatitis - 1.25k/t-AtopicIMG012-GP3.jpg,1
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/1. Atopic Dermatitis - 1.25k/v-05Atopic040504.jpg,1
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/1. Atopic Dermatitis - 1.25k/v-05ichthyosis082205.jpg,1
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/1. Atopic Dermatitis - 1.25k/t-8IMG012.jpg,1
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/1. Atopic Dermatitis - 1.25k/t-IchthosisIMG034-GP3.jpg,1
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/1. Atopic Dermatitis - 1.25k/t-AtopicIMG010-GP3.jpg,1
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/1. Atopic Dermatitis - 1.25k/v-13IMG011.jpg,1
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/1. Atopic Dermatitis - 1.25k/v-5IMG007.jpg,1
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/1. Atopic Dermatitis - 1.25k/t-7IMG011.jpg,1
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/1. Atopic Dermatitis - 1.25k/v-05hyperLinearCrease042801.jpg,1
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/1. Atopic Dermatitis - 1.25k/v-05atopic0110053.jpg,1
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/1. Atopic Dermatitis - 1.25k/v-6IMG018.jpg,1
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/1. Atopic Dermatitis - 1.25k/t-IchthosisIMG001-GP3.jpg,1
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/1. Atopic Dermatitis - 1.25k/v-1IMG011.jpg,1
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/1. Atopic Dermatitis - 1.25k/v-15IMG002.jpg,1
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/1. Atopic Dermatitis - 1.25k/v-10IMG009.jpg,1
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/1. Atopic Dermatitis - 1.25k/v-6IMG011.jpg,1
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/1. Atopic Dermatitis - 1.25k/t-9IMG017.jpg,1
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/1. Atopic Dermatitis - 1.25k/t-IchthosisIMG013-GP3.jpg,1
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/1. Atopic Dermatitis - 1.25k/t-AtopicIMG001-GP3.jpg,1
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/1. Atopic Dermatitis - 1.25k/v-05AtopicLichenification.jpg,1
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/1. Atopic Dermatitis - 1.25k/v-05keratosisPilaris0207051.jpg,1
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/1. Atopic Dermatitis - 1.25k/v-05AtopicFace010504ok.jpg,1
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/1. Atopic Dermatitis - 1.25k/v-4th1IMG007.jpg,1
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/1. Atopic Dermatitis - 1.25k/t-IchthosisIMG027-GP3.jpg,1
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/1. Atopic Dermatitis - 1.25k/v-05Atopic0504056.jpg,1
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/1. Atopic Dermatitis - 1.25k/v-AtopicIMG002-GP3.jpg,1
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/1. Atopic Dermatitis - 1.25k/t-9IMG014.jpg,1
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/1. Atopic Dermatitis - 1.25k/v-05kerPilarisFlorid.jpg,1
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/1. Atopic Dermatitis - 1.25k/t-9IMG018.jpg,1
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/1. Atopic Dermatitis - 1.25k/v-05KeratosisPilaris1.jpg,1
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/1. Atopic Dermatitis - 1.25k/t-IchthosisIMG031-GP3.jpg,1
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/1. Atopic Dermatitis - 1.25k/t-IchthosisIMG009-GP3.jpg,1
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/1. Atopic Dermatitis - 1.25k/v-11IMG006.jpg,1
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/1. Atopic Dermatitis - 1.25k/v-9IMG008.jpg,1
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/1. Atopic Dermatitis - 1.25k/t-IchthosisIMG025-GP3.jpg,1
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/1. Atopic Dermatitis - 1.25k/t-AtopicIMG003-GP3.jpg,1
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/1. Atopic Dermatitis - 1.25k/t-8IMG005.jpg,1
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/1. Atopic Dermatitis - 1.25k/t-IchthosisIMG028-GP3.jpg,1
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/1. Atopic Dermatitis - 1.25k/v-03EczemaAreolae1.jpg,1
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/1. Atopic Dermatitis - 1.25k/v-7IMG015.jpg,1
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/1. Atopic Dermatitis - 1.25k/t-8IMG008.jpg,1
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/1. Atopic Dermatitis - 1.25k/t-IchthosisIMG033-GP3.jpg,1
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/1. Atopic Dermatitis - 1.25k/v-05Atopic12060414.jpg,1
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/1. Atopic Dermatitis - 1.25k/v-05atopic041105.jpg,1
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/1. Atopic Dermatitis - 1.25k/v-IchthosisIMG030-GP3.jpg,1
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/1. Atopic Dermatitis - 1.25k/v-5IMG003.jpg,1
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/1. Atopic Dermatitis - 1.25k/v-05atopicFeet0801053.jpg,1
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/1. Atopic Dermatitis - 1.25k/v-12IMG003.jpg,1
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/1. Atopic Dermatitis - 1.25k/v-05PityriasisAlba0412042.jpg,1
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/1. Atopic Dermatitis - 1.25k/v-9IMG003.jpg,1
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/1. Atopic Dermatitis - 1.25k/t-6IMG017.jpg,1
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/1. Atopic Dermatitis - 1.25k/t-KeratosisIMG001-GP3.jpg,1
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/1. Atopic Dermatitis - 1.25k/t-KeratosisIMG003-GP3.jpg,1
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/1. Atopic Dermatitis - 1.25k/v-05Atopic1006.jpg,1
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/1. Atopic Dermatitis - 1.25k/t-9IMG006.jpg,1
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/1. Atopic Dermatitis - 1.25k/v-05Atopic12060426.jpg,1
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/1. Atopic Dermatitis - 1.25k/v-05Atopic0216.jpg,1
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/1. Atopic Dermatitis - 1.25k/t-IchthosisIMG011-GP3.jpg,1
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/1. Atopic Dermatitis - 1.25k/t-IchthosisIMG029-GP3.jpg,1
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/1. Atopic Dermatitis - 1.25k/v-9IMG013.jpg,1
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/1. Atopic Dermatitis - 1.25k/t-8IMG009.jpg,1
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/1. Atopic Dermatitis - 1.25k/v-05SexLinkIchthosis0328052.jpg,1
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/1. Atopic Dermatitis - 1.25k/v-05Atopic031011.jpg,1
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/1. Atopic Dermatitis - 1.25k/t-IchthosisIMG019-GP3.jpg,1
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/1. Atopic Dermatitis - 1.25k/v-05hyperLinearCrease042803.jpg,1
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/1. Atopic Dermatitis - 1.25k/t-7IMG003.jpg,1
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/1. Atopic Dermatitis - 1.25k/v-05atopicDerm040405ok2.jpg,1
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/1. Atopic Dermatitis - 1.25k/v-4th1IMG008.jpg,1
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/1. Atopic Dermatitis - 1.25k/v-05atopicChild0719041.jpg,1
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/1. Atopic Dermatitis - 1.25k/v-05keratosisPilaris020204.jpg,1
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/1. Atopic Dermatitis - 1.25k/v-05AtopicChild030120.jpg,1
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/1. Atopic Dermatitis - 1.25k/v-05atopicFlid080105.jpg,1
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/1. Atopic Dermatitis - 1.25k/v-15IMG009.jpg,1
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/1. Atopic Dermatitis - 1.25k/v-05atopicFoot082205.jpg,1
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/1. Atopic Dermatitis - 1.25k/v-05Atopic12060421.jpg,1
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/1. Atopic Dermatitis - 1.25k/v-03DermatitisLids1.jpg,1
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/1. Atopic Dermatitis - 1.25k/t-IchthosisIMG010-GP3.jpg,1
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/1. Atopic Dermatitis - 1.25k/t-9IMG012.jpg,1
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/1. Atopic Dermatitis - 1.25k/v-05diaperDerm112204.jpg,1
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/1. Atopic Dermatitis - 1.25k/v-IchthosisIMG006-GP3.jpg,1
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/1. Atopic Dermatitis - 1.25k/v-05atopic0123066.jpg,1
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/1. Atopic Dermatitis - 1.25k/t-KeratosisIMG007-GP3.jpg,1
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/1. Atopic Dermatitis - 1.25k/t-IchthosisIMG008-GP3.jpg,1
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/1. Atopic Dermatitis - 1.25k/t-8IMG010.jpg,1
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/1. Atopic Dermatitis - 1.25k/t-9IMG020.jpg,1
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/1. Atopic Dermatitis - 1.25k/v-14IMG010.jpg,1
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/1. Atopic Dermatitis - 1.25k/v-IchthosisIMG024-GP3.jpg,1
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/1. Atopic Dermatitis - 1.25k/v-4IMG005.jpg,1
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/1. Atopic Dermatitis - 1.25k/v-7IMG004.jpg,1
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/1. Atopic Dermatitis - 1.25k/v-4th1IMG015.jpg,1
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/1. Atopic Dermatitis - 1.25k/v-4th1IMG013.jpg,1
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/1. Atopic Dermatitis - 1.25k/v-05AtopicMouth1216.jpg,1
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/1. Atopic Dermatitis - 1.25k/v-05Atopic12060420.jpg,1
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/1. Atopic Dermatitis - 1.25k/v-1IMG015.jpg,1
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/1. Atopic Dermatitis - 1.25k/v-16IMG007.jpg,1
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/1. Atopic Dermatitis - 1.25k/0_16.jpg,1
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/1. Atopic Dermatitis - 1.25k/0_2.jpg,1
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/1. Atopic Dermatitis - 1.25k/0_0.jpg,1
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/1. Atopic Dermatitis - 1.25k/0_15.jpg,1
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/1. Atopic Dermatitis - 1.25k/0_13.jpg,1
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/1. Atopic Dermatitis - 1.25k/0_17.jpg,1
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/1. Atopic Dermatitis - 1.25k/0_1.jpg,1
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/1. Atopic Dermatitis - 1.25k/0_11.jpg,1
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/1. Atopic Dermatitis - 1.25k/0_3.jpg,1
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/1. Atopic Dermatitis - 1.25k/0_12.jpg,1
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/1. Atopic Dermatitis - 1.25k/0_4.jpg,1
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/1. Atopic Dermatitis - 1.25k/0_19.jpg,1
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/1. Atopic Dermatitis - 1.25k/0_14.jpg,1
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/1. Atopic Dermatitis - 1.25k/0_5.jpg,1
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/1. Atopic Dermatitis - 1.25k/0_18.jpg,1
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/1. Atopic Dermatitis - 1.25k/0_10.jpg,1
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/1. Atopic Dermatitis - 1.25k/9_0.jpg,1
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/1. Atopic Dermatitis - 1.25k/6_106.jpg,1
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/1. Atopic Dermatitis - 1.25k/6_138.jpg,1
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/1. Atopic Dermatitis - 1.25k/6_161.jpg,1
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/1. Atopic Dermatitis - 1.25k/t-05Atopic12060412.jpg,1
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/1. Atopic Dermatitis - 1.25k/t-05AtopicPop1.jpg,1
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/1. Atopic Dermatitis - 1.25k/6_132.jpg,1
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/1. Atopic Dermatitis - 1.25k/6_22.jpg,1
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/1. Atopic Dermatitis - 1.25k/119_6_10.jpg,1
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/1. Atopic Dermatitis - 1.25k/6_230.jpg,1
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/1. Atopic Dermatitis - 1.25k/6_328.jpg,1
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/1. Atopic Dermatitis - 1.25k/t-05AtopicDerm0419044.jpg,1
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/1. Atopic Dermatitis - 1.25k/1_74.jpg,1
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/1. Atopic Dermatitis - 1.25k/6_278.jpg,1
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/1. Atopic Dermatitis - 1.25k/8_5.jpg,1
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/1. Atopic Dermatitis - 1.25k/112_6_4.jpg,1
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/1. Atopic Dermatitis - 1.25k/120_6_12.jpg,1
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/1. Atopic Dermatitis - 1.25k/6_318.jpg,1
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/1. Atopic Dermatitis - 1.25k/6_291.jpg,1
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/1. Atopic Dermatitis - 1.25k/10_50.jpg,1
